#{"t_start": 1667215213.704613, "env_id": "CustomMyoChallengeBaodingP2-v1"}
r,l,t
563.521425,200,67953.190644
449.847962,200,67953.889823
443.653686,200,68055.802101
581.959111,200,68056.480085
658.890176,200,68057.13308
341.452494,200,68057.807285
670.1935,200,68058.466727
905.27808,200,68059.155335
485.240621,200,68059.824269
720.993087,200,68060.516292
689.270172,200,68061.213371
475.463224,200,68061.887896
849.434614,200,68062.543697
1125.727508,200,68063.206361
1177.732535,200,68063.876729
360.222988,200,68064.536349
252.331267,81,68064.813823
590.644083,200,68065.469357
895.450514,200,68066.160371
538.086941,200,68066.827849
524.953918,200,68067.490834
518.788572,189,68068.110785
1161.079927,200,68068.796178
182.915995,200,68069.452974
703.974827,200,68070.124927
641.739688,200,68070.810351
179.75754,200,68071.462739
1030.676716,200,68072.126122
586.080184,200,68072.798595
181.816839,200,68073.475744
181.32929,200,68074.150807
182.481394,200,68074.850485
772.143691,200,68075.54586
678.429746,200,68076.243056
615.35961,200,68076.932284
458.954277,200,68077.626529
289.932833,200,68078.339726
776.012167,200,68079.044882
647.153648,200,68079.733465
73.089048,81,68080.01132
515.768226,200,68080.693433
1091.188926,200,68081.406506
195.358422,200,68082.10586
754.362826,200,68082.783054
439.166464,200,68083.455026
74.552295,53,68083.640012
1175.462784,200,68084.362898
184.082707,197,68085.099632
437.163335,200,68085.909396
1112.377629,200,68086.729151
738.946184,200,68087.521081
1159.877675,200,68088.315903
343.179544,200,68154.590473
1131.974831,200,68155.296627
955.54684,200,68155.962449
839.258135,200,68156.619779
975.133683,200,68157.297668
476.037413,200,68157.969084
771.923468,200,68158.644263
339.195331,200,68159.34027
549.623112,200,68160.009931
1166.42216,200,68160.687969
783.219676,200,68161.356691
764.675272,200,68162.019868
471.79145,200,68162.682621
681.402942,172,68163.263414
1170.738666,200,68163.951972
106.962153,71,68164.188065
822.775918,200,68164.853222
1132.423236,200,68165.528149
691.253909,200,68166.198389
754.109597,200,68166.855424
1145.317614,200,68167.547704
641.193987,200,68168.229847
583.979068,200,68168.892015
158.978997,130,68169.325839
497.921813,183,68169.939043
399.561893,200,68170.638641
167.882382,56,68170.836709
723.015236,200,68171.546862
1166.034305,200,68172.2732
712.691464,200,68172.977386
1061.119922,200,68173.655861
793.304757,200,68174.346427
584.588744,200,68175.037296
691.896162,200,68175.707793
529.117275,200,68176.389909
623.86956,200,68177.062906
668.115197,200,68177.755269
754.965778,200,68178.439751
834.682816,200,68179.133253
864.355109,200,68179.807215
824.755036,200,68180.479401
794.548685,200,68181.200003
413.559753,200,68181.991415
738.371064,200,68182.781464
995.503871,200,68183.576864
1172.711935,200,68184.412429
707.035446,200,68185.187327
291.649756,178,68185.809048
1045.750535,200,68186.494363
193.421568,200,68187.163401
511.08602,200,68290.696161
591.953277,200,68291.385079
182.410431,200,68292.036751
183.280041,200,68292.698604
382.409273,150,68293.199256
913.648513,200,68293.876915
183.67093,200,68294.534009
272.325539,81,68294.816016
985.85451,200,68295.484543
702.315635,200,68296.148363
813.18619,200,68296.813086
441.49322,200,68297.47207
267.13758,200,68298.143748
425.321837,166,68298.708416
1081.399957,200,68299.38379
1186.396072,200,68300.044171
181.577528,200,68300.708833
182.610594,200,68301.374522
725.813261,200,68302.054265
1087.040042,200,68302.712289
103.651825,113,68303.072748
1086.81339,200,68303.743092
899.795451,200,68304.394413
965.606318,200,68305.101841
480.992462,200,68305.791365
729.666064,200,68306.498946
398.662544,200,68307.19493
587.404763,200,68307.869729
434.509827,200,68308.545228
547.505852,200,68309.236994
687.17391,200,68309.939373
249.924906,200,68310.632635
615.828899,200,68311.341286
673.4283,200,68312.027804
648.498969,200,68312.7149
184.617209,200,68313.397558
286.17418,200,68314.079243
378.208868,169,68314.655077
180.192411,200,68315.342541
568.567112,200,68316.030167
681.31909,200,68316.816227
157.778528,66,68317.080172
544.320269,200,68317.861247
664.36224,200,68318.648443
420.415955,200,68319.471086
180.56072,200,68320.265912
609.693908,200,68320.976613
1082.357311,200,68321.656939
1025.451491,200,68322.34495
839.605854,200,68323.017926
401.563518,184,68387.601941
924.8845,200,68388.301934
1087.202821,200,68388.995989
714.411773,200,68389.669673
228.016498,200,68390.340491
889.766467,200,68391.023907
340.915905,152,68391.559071
499.526135,200,68392.238431
181.562823,200,68392.904689
506.125868,200,68393.586168
110.399481,121,68393.998158
455.481737,200,68394.659501
732.05049,200,68395.33499
474.209649,200,68396.001143
510.990008,200,68396.671249
461.737532,200,68397.342213
77.783458,87,68397.62786
1020.17155,200,68398.309494
1020.681149,200,68398.980105
798.410047,200,68399.657774
94.445162,105,68400.000903
528.031806,200,68400.688171
625.123463,200,68401.355859
181.372535,200,68402.023075
503.350253,200,68402.694515
466.679025,153,68403.216869
705.607149,200,68403.905396
481.043272,200,68404.595325
333.189852,200,68405.275501
668.637976,200,68405.971033
443.790354,200,68406.648136
1180.384109,200,68407.31704
499.448317,200,68408.037705
600.005149,200,68408.740033
1126.415008,200,68409.462797
1061.351046,200,68410.142858
1060.693261,200,68410.812184
500.710448,200,68411.522459
84.288215,93,68411.855123
179.699859,200,68412.544948
206.183836,200,68413.249637
802.436863,200,68414.037888
128.611192,62,68414.282738
824.747135,200,68415.079823
503.252355,200,68415.898366
492.584509,174,68416.606661
888.42704,200,68417.427187
650.369433,200,68418.236662
1045.585233,200,68419.05202
541.916394,200,68419.87271
763.5247,200,68521.161138
740.077939,200,68521.830455
955.857844,200,68522.50404
568.77229,200,68523.1601
979.249701,200,68523.809933
790.007527,200,68524.472084
970.490439,200,68525.141074
520.417137,200,68525.820002
1039.533999,200,68526.485586
720.453968,200,68527.149685
475.833502,200,68527.816349
219.041832,200,68528.491242
