#{"t_start": 1666993406.4322731, "env_id": "CustomMyoChallengeBaodingP2-v1"}
r,l,t1276.145256,83,795.897146
1036.066572,200,797.230309
50.89779,44,797.52438
42.55077,30,797.711211
527.648554,200,799.211783
212.962744,149,800.245236
186.429928,200,801.526345
236.027792,143,802.528062
1111.216362,200,803.719727
909.652845,200,804.952476
122.725443,114,805.64699
34.520981,38,805.882925
185.456331,200,806.923901
143.480802,62,807.241409
710.217406,200,808.321306
940.020889,200,809.443269
19.213108,23,809.611672
584.886893,200,810.776881
14.076189,17,810.866239
679.207631,175,811.864713
150.443367,168,812.89636
665.310171,200,814.053233
48.263436,46,814.310691
29.172302,32,814.473918
88.999012,93,814.9907
46.45319,52,1620.163885
73.668167,83,1620.743229
191.293034,200,1622.150846
899.747352,200,1623.498018
187.583297,200,1624.796362
39.609271,43,1625.076885
407.210912,112,1625.834256
40.13613,45,1626.127447
445.924135,142,1626.946068
416.214014,200,1628.356206
598.90184,200,1629.714678
884.85393,200,1630.95099
32.91727,36,1631.163871
890.89744,200,1632.366198
187.127576,200,1633.580166
1066.06114,200,1634.884593
489.355235,200,1636.196465
187.21485,200,1637.517562
24.727299,27,1637.696994
15.074148,18,1637.813688
631.581636,200,1639.050894
194.952637,200,1640.286249
45.285131,49,1640.604411
236.310325,80,1641.105742
834.725997,200,1642.28208
261.150352,200,2435.763967
55.258974,60,2436.162427
375.427871,200,2437.492727
785.717737,161,2438.539169
819.702821,200,2439.831888
700.694345,200,2441.392173
530.035495,177,2442.547779
331.067956,173,2443.596187
227.466602,76,2444.057797
926.812285,182,2445.245321
577.89078,174,2446.30503
21.388715,25,2446.4584
169.492212,189,2447.623575
57.034035,35,2447.82701
39.253882,43,2448.09167
625.401612,200,2449.322877
895.231209,200,2450.740299
234.187523,200,2452.224584
27.54547,30,2452.434406
900.126122,200,2453.720696
579.903307,200,2454.988862
70.558183,69,2455.43114
745.504315,200,2456.69887
333.70442,200,2457.858603
215.928312,102,2458.499607
1025.94809,200,3252.954648
799.674998,200,3254.361358
84.322456,63,3254.772017
539.580099,200,3256.056983
24.830641,28,3256.227596
985.390417,200,3257.513318
40.417792,44,3257.810104
203.116424,200,3259.161096
32.464817,36,3259.377894
900.449556,200,3260.616344
644.862797,200,3261.860682
523.114178,138,3262.750572
185.129202,200,3264.038274
829.936569,200,3265.240189
255.530822,200,3266.483655
191.208121,200,3267.806801
143.346192,150,3268.806889
830.660978,200,3270.176322
713.122669,195,3271.37017
694.374005,200,3272.603516
49.906321,53,3272.92667
1030.76373,200,3274.3008
454.333723,200,3275.696251
629.943185,200,3277.098103
593.78232,200,3278.473814
1120.850642,200,4131.224968
473.206069,200,4132.590302
387.576363,200,4133.886266
949.165437,200,4135.146364
855.532336,200,4136.388388
396.852252,106,4137.119628
669.594612,200,4138.424064
1116.076057,200,4139.667606
694.696667,200,4141.031502
589.064204,200,4142.371364
35.663841,34,4142.620157
1110.678298,200,4143.882316
760.556449,200,4145.106402
769.891423,200,4146.323679
483.663774,200,4147.512714
603.602651,112,4148.270502
405.459395,200,4149.558666
425.918441,200,4150.75849
1075.644984,200,4152.056346
403.285968,200,4153.430899
1024.925683,200,4154.809064
88.574997,94,4155.434015
670.323865,200,4156.73709
624.603384,155,4157.759159
1065.686888,200,4158.941291
754.817274,186,4979.930974
1111.293874,200,4981.265034
179.511114,190,4982.454913
1193.669375,200,4983.820053
1104.807681,200,4985.1427
26.350579,30,4985.323008
409.657845,200,4986.653457
325.048865,200,4987.882007
317.438614,65,4988.282679
579.738179,200,4989.559642
473.965536,175,4990.690117
740.066944,200,4991.94574
292.458113,200,4993.210236
138.245713,67,4993.608292
996.119735,200,4994.903519
539.98637,200,4996.237121
529.336032,200,4997.489351
96.711784,105,4998.148461
739.483082,200,4999.447048
35.262915,40,4999.695017
800.016126,200,5001.037381
1045.656331,200,5002.309403
919.976246,200,5003.520989
672.478806,189,5004.661312
705.20748,200,5005.955521
53.856023,42,5798.050451
40.141732,44,5798.340197
71.043709,60,5798.7278
459.846079,200,5800.00094
409.361734,200,5801.23654
373.909935,200,5802.572097
787.37584,142,5803.450736
180.833274,200,5804.625071
1030.561307,200,5805.859814
735.427857,187,5807.106488
193.082202,200,5808.381728
222.026836,91,5809.009278
900.246812,200,5810.233242
1025.032507,200,5811.484877
322.404873,107,5812.129816
950.463147,200,5813.460749
192.368788,200,5814.653195
449.28224,200,5815.893291
949.716896,200,5817.163451
1166.126646,200,5818.458461
279.16741,104,5819.178503
899.842762,200,5820.442888
445.163402,200,5821.674771
740.466895,200,5822.940123
1180.664235,200,5824.262021
199.407748,200,6611.432923
107.517276,78,6611.923073
