#{"t_start": 1665508216.440561, "env_id": "CustomMyoChallengeDieReorientP1-v0"}
r,l,t215.412475,57,4.7090232641.053443,55,7.7140824221.123696,46,52.37213-5.23.292736,49,51.9280330--236.796188,150,93.237304
17.329516,48,94.241692
34.597707,41,135.340509
11.569321,55,136.24085
45.673593,38,136.958549
35.625307,45,177.757884
21.610042,46,178.525151
40.991701,44,187.028032
39.026183,43,229.143465
29.330666,58,230.177053
36.786649,46,272.959611
41.996722,44,273.876595
30.337252,52,274.798897
31.608367,42,315.913035
23.208912,58,316.963472
20.193183,44,317.747862
43.166456,45,359.08788
41.865113,42,359.791-213.39.678281,49,399.22597314.934692,59,398-201.331840.036247,46,412.237.456314.25348,62,452.6236.09624.826247,51,453.431-136.14.469165,55,493.522.683431.570434,42,494.-70.31917.533532,52,495.4150.218782,43,533.501572
38.057266,59,534.479527
44.053913,50,574.92141
21.704552,60,576.157202
47.74989,46,576.990295
-7.972156,67,618.448542
43.821215,46,627.313519
50.42944,45,667.488492
38.792154,47,668.305299
47.835885,48,669.130838
40.976669,44,710.589134
31.922849,50,711.531821
55.115839,43,712.432273
48.407731,54,756.277896
33.995017,43,756.994321
45.998543,39,757.631949
49.922753,45,798.057019
58.923824,49,799.006414
54.798811,45,840.745194
56.658125,44,841.637256
77.592723,69,842.913054
81.168837,64,843.925042450.37436,50,851.954969449.217936,52,890.959889446.311234,46,891.772088658.263619,45,892.572994458.0598,44,936.09245
54.884737,41,936.932871
38.292025,47,977.076446
41.180468,46,977.999649
44.896152,49,978.980803
48.990735,50,1020.461732
57.396485,43,1021.312561
59.436151,48,1022.283411
57.278,45,1064.645975
72.208517,47,1074.186175
5952.665298,56,1077.9233896473.203852,45,1118.1599664253.40918,44,1118.94147558.925359,51,1158.827571
68.258359,44,1159.559616
60.206119,49,1160.369614566.345741,46,1201.907308460.785463,46,1202.6508927452.766819,44,1203.3903655643.056364,52,1244.9201315055.572981,51,1245.8935656766.630778,49,1246.8625049.510715,54,1300.066055
65.390674,47,1300.893299
47.427681,49,1340.257527
65.46.802368,61,1338.3148757.69.658937,47,1339.1668170.72.462212,57,1381.310363.57.791887,43,1382.0430784.63.99691,53,1422.8007086086.981708,45,1423.6885799758.381596,46,1424.6088378163.674802,46,1464.863132-29.982713,88,1469.181392
77.406315,50,1523.980562
78.024873,47,1524.828827
50.455934,47,1525.672917
51.501301,60,1565.209553
58.51197,44,1566.025722
90.787648,47,1604.651866
80.081125,52,1605.522303-950.823069,49,1606.378995275.268968,53,1644.11956
61.880688,53,1645.205791
76.124959,47,1683.039037759.545735,63,1684.1487169108.722937,52,1721.163022196.139729,150,1720.658231
8027.927967,106,1725.2561097.101.506972,79,1742.7425.929934,69,1740.952511
91.6061.14416,79,1780.720101.92.398436,49,1781.-153.90.99.821548,46,1820.5954910368.700531,48,1821.40410977.636457,69,1819.8232439893.416136,50,1859.57064695-18.246546,101,1898.350784
90.23144,46,1899.14440-135.408297,150,1916.011573
97.469778,63,1951.830038
118.856781,52,1952.7688321112.140211,55,1989.74858899.603301,76,1991.352108
-80.278105,150,2031.09354
104.703658,56,2068.014702
89.060365,60,2069.232727
116.020182,50,2104.040949
116.908094,50,2104.909073
93.073897,55,2155.691279
93.305497,61,2156.789249
104.918367,58,2195.291788
91.807743,65,2196.373492
119.889753,56,2197.29933
142.019377,61,2235.660817
104.019008,57,2236.72062
114.179092,54,2272.95964
135.889763,57,2273.974148
122.838697,57,2308.82057
121.175387,57,2309.809-56.6-68.496573,150,2363.019406
135.683991,66,2400.134032
158.733067,64,2401.416739
122.051254,59,2439.724185
124.260611,58,2440.719299
121.82999,66,2477.854519
62.129556,63,2478.990763
123.637023,59,2517.311628
149.959607,150,2520.550569
113.018013,105,2522.172868
170.37748,78,2537.550403
113.399893,58,2574.052466
142.471939,55,2574.993305
123.53124,62,2612.928313
109.837622,53,2613.881378
159.794702,59,2652.106517
118.460239,57,2653.003585
148.525601,60,2689.573354
186.373508,61,2690.690319
143.484343,64,2691.985232
170.444518,60,2728.41113
138.799631,66,2744.868652
179.367866,63,2780.592711
154.749241,67,2781.811406
119.718801,70,2818.059333
143.197959,59,2819.082116
132.147688,64,2855.688587
135.807766,63,2856.95536
202.296601,73,2891.909398
183.874238,69,2927.19301
164.57461,65,2943.325045
152.356603,60,2979.526175
95.959649,72,2980.745908
229.990393,74,3015.253993
237.590852,76,3016.672492
173.066293,71,3051.390339
151.197664,70,3052.591561
110.249385,82,3087.179525
228.92615,75,3121.843542
188.048662,75,3138.69458
207.01075,72,3175.3488
246.098395,77,3176.836498
112.912085,82,3211.398339
185.264881,71,3245.144508
233.854533,75,3246.427112
181.988641,70,3279.297939
255.183396,80,3280.936563
155.459868,150,3317.110266
214.292536,131,3319.187681
137.648712,64,3335.773184
235.621086,72,3365.964163
221.265502,95,3367.633979
237.940249,97,3404.113474
250.270811,77,3435.767893
218.613673,73,3437.039296
219.697075,96,3469.418278
115.709438,112,3516.714643
150.471439,112,3551.111591
172.887803,104,3582.315416
326.616938,98,3584.21565
197.811633,93,3618.615397
113.35769,150,3650.454031
114.864899,114,3697.135661
279.95184,94,3726.49663
343.885653,93,3758.609576
324.407861,92,3760.256789
250.177964,95,3792.410074
303.789585,91,3822.14933
