#{"t_start": 1665779066.952291, "env_id": "CustomMyoChallengeBaodingP1-v1"}
r,l,t
1126.077006,200,111176.393213,1136.267698,200,11896.94251
63.531031,68,11928.884915
1141.43054,200,11944.749075
1141.197962,200,11969.44226
1126.198981,200,12001.224169
1156.223049,200,12031.675014
1010.698101,200,12044.723181
1096.229653,200,12087.757203
1136.267452,200,12117.720851
1161.330691,200,12131.170687
970.908871,200,12155.324196
1045.792568,200,12188.715342
950.433917,200,12216.873981
1181.475399,200,12228.83692
1181.567811,200,11171.558974,21176.347995,200,12244.658194
402.613019,200,1353.085863,201186.631449,200,12303.638827
1025.965137,200,12317.655664
965.854458,200,11126.169143,21056.179633,200,12377.083042
1141.275834,200,12405.285041
1166.299667,200,12450.886862
1095.842539,200,12464.093628
1126.282661,200,12489.904974
1106.445891,200,12522.844953
1166.439149,200,12549.439616
1111.095847,200,12561.996676
1181.34795,200,12577.782364
1181.240636,200,12579.287967
75.097791,76,248.348772,1371146.348858,2001176.297428,2001105.982903,200840.354897,200,1191.523237,201151.255977,200,1141.364801,200,12711.760762
845.305174,200,12736.320024
1116.100726,200,12769.286712
1161.336932,200,12798.134555
144.630792,31181.406348,200,1181.208462,201151.490226,200,1151.269811,200,12855.313066
1166.46838,200,12884.290821
1146.37663,200,12898.258992
1161.397019,200,12926.776221
1166.229035,200,12928.255454
90.34366,82,12946.317186
153.309712,41,12960.685201
935.633635,200,12973.588336
1176.536242,200,12999.60538
1171.461105,200,13031.717703
1166.339124,200,13059.237647
1151.39913,200,13074.428787
1161.120071,200,13119.042894
1096.076448,200,13146.073787
1186.511706,200,13159.187638
1131.21363,200,13204.886796
1186.496151,200,13218.622546
1066.082704,200,13246.243251
1186.366375,200,13262.691227
1146.305434,200,13264.205049
1095.800572,200,13306.682512
1181.423688,200,13322.931062
608.023612,148,13335.063973
1096.291738,200,13380.669641
1136.184938,200,13407.825703
1045.975176,200,13421.406557
1076.101283,200,13466.798985
1161.17705,200,13479.67248
1186.649769,200,13507.105358
1181.558233,200,13539.81215
1166.346433,200,13566.555632
1111.360004,200,13593.389302
1191.413635,200,13609.541153
1171.488596,200,13611.072062
403.084352,200,13640.516281
1050.981852,200,13668.506759
1145.98676,200,13682.020123
1171.45369,200,13725.122616
1151.183653,200,13754.978216
1085.75076,200,13768.300247
1171.386236,200,13811.121738
1186.414039,200,13827.332133
1166.21833,200,13854.454382
1151.549507,200,13885.071682
1086.114448,200,13913.94006
157.58548,77,13926.482752
1156.317406,200,13941.607792
1140.949725,200,13943.237055
1186.224042,200,13944.713721
357.803414,200,13986.844291
995.768434,200,14003.115883
1166.404125,200,14029.307013
243.471294,78,14058.046389
1040.91251,200,14073.911271
1060.984854,200,14102.411034
573.434945,179,14133.681965
1171.381768,200,14161.590307
1176.62953,200,14177.02509
1141.216699,200,14204.147486
1121.144069,200,14233.427066
1181.472793,200,14264.155714
1181.493878,200,14277.018736
1171.564327,200,14293.013749
1146.352672,200,14294.507578
404.068894,200,14323.222501
1151.289891,200,14352.29508
1156.309665,200,14365.489183
958.508918,199,14408.117456
1065.915228,200,14437.210979
1131.158684,200,14451.065322
1186.441092,200,14493.897296
1166.305138,200,14510.131819
1091.058277,200,14536.610015
1141.341502,200,14566.077965
645.926148,167,14595.477209
1141.26755,200,14608.300965
1176.312187,200,14625.075884
1171.016161,200,14626.603448
388.125623,200,14669.055023
1181.31694,200,14684.189517
1126.317167,200,14711.07879
667.622956,158,14740.235327
1176.342699,200,14770.144403
1166.376325,200,14782.979533
1091.088924,200,14826.251434
1146.208857,200,14855.261923
1156.174948,200,14868.278406
1126.34158,200,14912.170406
1166.340127,200,14927.624556
985.81465,200,14954.850598
1161.552089,200,14971.526176
1166.326153,200,14973.113836
287.746794,200,15002.113159
985.778055,200,15029.997562
1061.12333,200,15056.382138
1106.335956,200,15087.412302
1181.143339,200,15115.44268
1111.062311,200,15129.676445
1121.391867,200,15172.490465
1166.448733,200,15189.27735
1156.484164,200,15214.410809
364.594158,104,15243.954826
1171.541996,200,15259.063158
1115.83406,200,15289.018136
1176.473916,200,15302.086673
1171.374828,200,15303.669
403.355021,200,15347.000752
1171.604372,200,15374.671803
1176.511473,200,15389.811444
1171.519838,200,15433.363839
1176.403733,200,15448.731278
1156.272423,200,15476.054557
1156.330316,200,15507.274604
1186.651154,200,15534.081612
1076.248973,200,15549.490778
1186.603648,200,15593.058544
524.27099,130,15609.216517
1181.406996,200,15635.091783
1176.281877,200,15652.764847
1186.549831,200,15654.125152
1101.213141,200,15682.775053
1176.488677,200,15709.207743
1121.17946,200,15737.483078
1166.421276,200,15768.027631
1136.243403,200,15795.069088
1171.579713,200,15810.489242
1176.463201,200,15854.562982
1096.179686,200,15869.533945
1146.296475,200,15896.294141
1166.324938,200,15940.226695
1141.475655,200,15956.157807
1120.962502,200,15981.448881
1126.296745,200,15983.497993
1121.104414,200,15984.956388
329.693428,193,16028.595853
1181.55272,200,16054.42847
1080.877822,200,16069.77839
925.688823,200,16113.708631
1075.993733,200,16127.640462
1176.369746,200,16155.833544
985.916908,200,16186.961432
1181.454175,200,16213.000515
1176.525255,200,16229.431235
1156.443044,200,16272.908767
1191.322367,200,16299.326524
1196.646009,200,16314.988739
1176.185443,200,16331.041829
1191.668724,200,16332.401716
412.094603,200,16375.39293
1096.325994,200,16388.116603
1121.233421,200,16416.409729
1141.290376,200,16448.136492
1176.636729,200,16474.747838
1171.290675,200,16490.408182
1131.215445,200,16534.020251
1186.715222,200,16548.321668
1176.475412,200,16573.659201
1166.714653,200,16619.188268
1156.777968,200,16633.256892
1181.349016,200,16659.413606
1186.77773,200,16673.817325
1176.500883,200,16675.310906
139.698416,97,16693.579832
1186.698771,200,16721.439846
