#{"t_start": 1667322541.029377, "env_id": "CustomMyoChallengeBaodingP2-v1"}
r,l,t
479.163929,200,3494.987377
186.511802,141,3496.731148
618.601847,200,3615.908568
807.955384,200,3618.339702
870.665153,200,3620.819674
668.47366,200,3623.357096
560.976431,200,3626.402173
671.098705,200,3629.557578
1119.616445,200,3632.687875
117.852414,119,3634.244947
503.292591,200,3636.703619
375.542422,200,3639.227762
733.715599,157,3641.15548
618.271445,200,3643.596223
325.204079,98,3644.830656
817.301104,200,3647.341299
871.266311,200,3649.794253
1064.901703,200,3652.226726
809.049223,200,3654.739311
1031.689991,200,3657.169364
1043.031994,200,3659.664055
842.386767,200,3662.140788
768.94159,200,3664.714054
162.97275,200,3667.176577
579.192672,200,3669.628106
695.385783,200,3672.171358
693.188854,200,3674.599916
910.324766,200,3676.979593
189.15164,200,3679.476695
826.245196,200,3681.959656
887.281748,200,3684.887391
559.68773,200,3688.036921
1016.451287,200,3691.126683
784.866163,200,3693.796184
928.268244,200,3696.325485
219.977568,200,3698.78872
575.143764,200,3701.238054
773.964535,184,3703.437662
694.032561,200,3705.891272
539.210571,200,3708.306601
563.628834,200,3710.771209
73.95052,52,3711.415523
559.603742,200,3713.949556
339.531777,141,3715.673008
174.219685,200,3718.137368
261.984352,200,3720.591721
1158.036778,200,3723.128895
669.587345,200,3725.545173
1167.22629,200,3728.00162
713.545289,200,3730.552132
727.276161,200,3733.040798
791.91644,200,3735.433684
163.634291,200,3737.858154
93.421676,56,3738.543256
920.482428,200,3741.085208
164.472533,200,3744.17632
175.005683,200,3747.406982
717.824252,200,3750.448223
389.283784,200,3752.918012
162.122029,200,3755.467883
1058.675873,200,3757.882255
1041.417775,200,3760.273209
165.813751,200,3762.812974
1185.470613,200,3765.275093
1161.391046,200,3767.623095
81.417205,104,3768.888151
170.166334,200,3771.384729
985.562204,200,3773.788345
612.091649,200,3776.222095
816.683375,200,3778.647749
183.70646,200,3781.187695
617.821113,200,3783.667903
777.409685,200,3786.114991
472.434987,200,3788.652962
504.888225,200,3791.12787
859.503993,200,3793.58199
165.95502,200,3796.054415
955.591057,200,3799.001597
809.275912,200,3801.483042
345.086972,200,3803.832914
476.233665,138,3805.57204
321.800929,200,3807.985104
814.727295,200,3810.478868
321.762898,133,3812.147097
587.795735,149,3814.115338
729.829706,200,3816.573478
384.964958,200,3819.032622
331.222753,200,3821.608708
717.52712,200,3824.079819
1176.282253,200,3942.91704
796.0458,200,3945.387135
1113.017266,200,3947.814269
1041.288368,200,3950.26665
883.099221,200,3952.620928
155.496523,55,3953.27541
304.041663,200,3955.743449
993.258566,200,3958.601452
316.603167,200,3961.679663
1017.586688,200,3964.803312
742.670662,200,3967.554144
593.289738,200,3970.02422
616.675275,200,3972.545924
685.774765,200,3974.963708
708.280526,200,3977.472967
649.742205,155,3979.428072
484.253947,200,3981.877865
377.804515,200,3984.273008
733.487601,200,3993.00186
272.932409,200,3995.90556
777.89086,200,3998.649285
608.994413,200,4001.073587
411.943954,192,4003.494093
630.760616,200,4005.941447
616.637615,200,4008.362191
639.383374,154,4010.233599
601.054194,188,4012.544167
331.996274,180,4015.077969
208.165032,53,4015.941789
1052.395902,200,4019.010892
840.117852,200,4022.135059
993.947726,200,4024.679331
921.876275,200,4027.156723
358.831813,200,4029.699391
102.432636,124,4031.206637
739.9109,200,4033.64803
86.985095,104,4034.910083
